t,U,j
0.0,-0.9965433687215288,-0.04839545124734251
0.06913262556942357,-0.9930867374430576,-0.024746304100490234
0.10370047826203432,-0.9948151300776882,-0.002015179049286644
0.2037004782620344,-0.9898151300776882,-0.0022203918917262115
0.3037004782620345,-0.9848151300776882,-0.00240652260088443
0.4037004782620346,-0.9798151300776882,-0.0025739763501430473
0.5037004782620347,-0.9748151300776882,-0.002719637448493313
0.6037004782620348,-0.9698151300776882,-0.0028374821693066504
0.7037004782620349,-0.9648151300776882,-0.0029162362211103314
0.803700478262035,-0.9598151300776882,-0.002931466614694422
0.8295791875697489,-0.9585211946123025,-0.0029185537522551644
0.929579187569749,-0.9535211946123024,-0.002811202740784201
1.029579187569749,-0.9485211946123024,-0.0026349848169179946
1.1295791875697492,-0.9435211946123024,-0.002402461642350979
1.2295791875697493,-0.9385211946123024,-0.0021263738106732807
1.3295791875697494,-0.9335211946123024,-0.0018196001960916076
1.4295791875697494,-0.9285211946123024,-0.001495116047533526
1.5295791875697495,-0.9235211946123024,-0.001165950205016249
1.6295791875697496,-0.9185211946123024,-0.0008451418309041026
1.7295791875697497,-0.9135211946123024,-0.0005456970573925671
1.8295791875697498,-0.9085211946123024,-0.0002805459529819576
1.8665470124003036,-0.9066728033707747,-0.00019377414923553717
1.9665470124003037,-0.9016728033707747,-7.743694036311498e-06
2.066547012400304,-0.8966728033707747,0.00011622489359576306
2.166547012400304,-0.8916728033707747,0.00020273720738261142
2.266547012400304,-0.8866728033707747,0.0002759655932552619
2.366547012400304,-0.8816728033707747,0.000359944154791257
2.466547012400304,-0.8766728033707747,0.0004788592398153041
2.5665470124003043,-0.8716728033707747,0.0006573453064757809
2.6665470124003043,-0.8666728033707747,0.00092079643668593
2.7665470124003044,-0.8616728033707747,0.001295704845609476
2.8343852914772505,-0.8582808894169274,0.0016276307508155696
2.9343852914772506,-0.8532808894169274,0.002199112423370734
3.0343852914772507,-0.8482808894169274,0.002839060581135065
3.1343852914772508,-0.8432808894169274,0.0035597206698413874
3.234385291477251,-0.8382808894169274,0.004374978670528472
3.334385291477251,-0.8332808894169274,0.005300991829002605
3.434385291477251,-0.8282808894169273,0.006357045746641188
3.534385291477251,-0.8232808894169273,0.007566774272070756
3.6302805334928934,-0.8184861273161452,0.008898716378415869
3.7302805334928935,-0.8134861273161452,0.010508061662499336
3.8302805334928935,-0.8084861273161452,0.012359229521552249
3.9302805334928936,-0.8034861273161452,0.014446192534800329
4.030280533492894,-0.7984861273161452,0.016755614475141258
4.130280533492893,-0.7934861273161452,0.019264896081742703
4.230280533492894,-0.7884861273161452,0.021940330406403117
4.252464924170205,-0.7873769077822796,0.022551998294648143
4.352464924170205,-0.7823769077822796,0.025651786215794493
4.452464924170205,-0.7773769077822796,0.029302914572792996
4.552464924170205,-0.7723769077822796,0.03312525596166641
4.652464924170205,-0.7673769077822796,0.03662535482078236
4.667251438139264,-0.7666375820838267,0.03709412094124481
4.767251438139263,-0.7616375820838267,0.040329233681827566
4.867251438139264,-0.7566375820838267,0.043628508352888666
4.967251438139264,-0.7516375820838267,0.04675059630121711
5.067251438139264,-0.7466375820838267,0.0495139476216824
5.167251438139264,-0.7416375820838267,0.05182794153966274
5.254867976123947,-0.7372567551845925,0.05347218246049657
5.354867976123947,-0.7322567551845925,0.05489091966374853
5.454867976123947,-0.7272567551845925,0.055900355999338756
5.554867976123947,-0.7222567551845925,0.05660222672616781
5.654867976123947,-0.7172567551845925,0.057052945090485675
5.669654490093006,-0.7165174294861396,0.05710042588225875
5.769654490093005,-0.7115174294861396,0.05719905373603832
5.869654490093006,-0.7065174294861396,0.056977741335777154
5.9696544900930055,-0.7015174294861396,0.05657007045280273
6.049876231185269,-0.6975063424315264,0.056197026874988294
6.149876231185269,-0.6925063424315264,0.05571489998025185
6.24987623118527,-0.6875063424315264,0.05518273971009618
6.349876231185269,-0.6825063424315264,0.0545967166658561
6.44987623118527,-0.6775063424315264,0.053952686298358275
6.549876231185269,-0.6725063424315264,0.053246133630630674
6.64987623118527,-0.6675063424315264,0.052472108019793524
6.74987623118527,-0.6625063424315264,0.051625145231072915
6.844884486246592,-0.6577559296784603,0.05074737045174103
6.9448844862465915,-0.6527559296784603,0.049686803032658655
7.044884486246592,-0.6477559296784603,0.04845716219119092
7.144884486246592,-0.6427559296784603,0.04710393272039993
7.244884486246592,-0.6377559296784603,0.04568107081645462
7.344884486246592,-0.6327559296784603,0.04424769574433128
7.444884486246592,-0.6277559296784603,0.042863771440098716
7.544884486246592,-0.6227559296784603,0.04158561337815269
7.644884486246593,-0.6177559296784603,0.04046212281955725
7.7099123538316405,-0.6145045362992079,0.03983349932834045
7.80991235383164,-0.6095045362992079,0.038998708132943864
7.909912353831641,-0.6045045362992079,0.03827662640221396
8.00991235383164,-0.5995045362992079,0.03764533058570332
8.10991235383164,-0.5945045362992079,0.03708470740956625
8.20991235383164,-0.5895045362992078,0.03657598004985231
8.30991235383164,-0.5845045362992078,0.03610130991410621
8.40991235383164,-0.5795045362992078,0.03564344861266265
8.509912353831641,-0.5745045362992078,0.03518542018882163
8.60991235383164,-0.5695045362992078,0.0347102168170549
8.677750632908605,-0.5661126223453596,0.03436927652675315
8.777750632908605,-0.5611126223453596,0.033852623449044134
8.877750632908604,-0.5561126223453596,0.033338768923456406
8.977750632908604,-0.5511126223453596,0.032830875124245096
9.077750632908606,-0.5461126223453596,0.03233209131002963
9.177750632908605,-0.5411126223453596,0.03184554893389635
9.277750632908605,-0.5361126223453596,0.03137435683511145
